Collectivite,type,population,score_sub,score_marches_pub,annee_score
COMMUNE DE CANY BARVILLE,COM,3043.0,E,E,2024
COMMUNE DE SAINT JEAN DE LIVERSAY,COM,3041.0,E,E,2024
COMMUNE DE LA TRANCHE-SUR-MER,COM,3040.0,E,E,2024
COMMUNE DE SIGNES,COM,3038.0,E,C,2024
COMMUNE DE BOZOULS,COM,3037.0,E,E,2024
COMMUNE DE PORT-SAINT-PERE,COM,3035.0,E,E,2024
COMMUNE DE SAINT-LAURENT-DES-ARBRES,COM,3034.0,E,E,2024
COMMUNE DE ROSIERES EN SANTERRE,COM,3031.0,E,E,2024
COMMUNE DE SAINT GERMAIN AU MONT D'OR,COM,3030.0,E,E,2024
COMMUNE DE CROSSAC,COM,3030.0,E,C,2024
COMMUNE DE BIAS,COM,3030.0,E,E,2024
COMMUNE D ITEUIL,COM,3029.0,E,E,2024
COMMUNE DE QUINTIN,COM,3029.0,E,C,2024
COMMUNE DE COUFOULEUX,COM,3027.0,E,E,2024
COMMUNE D ALBIGNY SUR SAONE,COM,3025.0,E,C,2024
COMMUNE DE CINTEGABELLE,COM,3024.0,E,C,2024
COMMUNE DE THIANT,COM,3024.0,E,E,2024
COMMUNE DE FERE EN TARDENOIS,COM,3022.0,E,E,2024
COMMUNE DE FONBEAUZARD,COM,3022.0,E,E,2024
COMMUNE DE SAINT MAXIMIN,COM,3021.0,E,E,2024
COMMUNE DE CHERENG,COM,3019.0,E,E,2024
COMMUNE FAREMOUTIERS,COM,3018.0,E,C,2024
COMMUNE DE DANGE SAINT ROMAIN,COM,3018.0,E,E,2024
COMMUNE POMMEUSE,COM,3017.0,E,E,2024
COMMUNE DE SAINTE-ANNE-SUR-BRIVET,COM,3017.0,E,C,2024
COMMUNE DE SAINT SIMEON DE BRESSIEUX,COM,3016.0,E,C,2024
COMMUNE DE PLOZEVET,COM,3015.0,E,E,2024
COMMUNE DE FRESNOY LE GRAND,COM,3015.0,E,E,2024
COMMUNE DE PONT A MARCQ,COM,3014.0,E,C,2024
COMMUNE D AUBAIS,COM,3012.0,E,C,2024
COMMUNE DE CHAUVE,COM,3012.0,E,C,2024
COMMUNE DE CONNERRE,COM,3011.0,E,C,2024
COMMUNE DE BOURG ARGENTAL,COM,3010.0,E,E,2024
COMMUNE DE SENNECEY-LE-GRAND,COM,3009.0,E,C,2024
COMMUNE DE MANOM,COM,3008.0,E,E,2024
COMMUNE DE PORT-SUR-SAONE,COM,3006.0,E,E,2024
COMMUNE DE SALOME,COM,3006.0,E,E,2024
COMMUNE DE NESMY,COM,3005.0,E,E,2024
COMMUNE DU CHEYLARD,COM,3004.0,E,E,2024
COMMUNE DE DIEUZE,COM,3004.0,E,E,2024
COMMUNE DE SOREZE,COM,3003.0,E,E,2024
COMMUNE DE NOE,COM,3001.0,E,C,2024
COMMUNE DE SAINT JEAN BREVELAY,COM,3001.0,E,E,2024
COMMUNE DE PRECIGNE,COM,3001.0,E,C,2024
COMMUNE DE ARGENTAT-SUR-DORDOGNE,COM,3000.0,E,E,2024
COMMUNE DE RODILHAN,COM,3000.0,E,C,2024
COMMUNE DE FRONTENAY ROHAN ROHAN,COM,2998.0,E,E,2024
COMMUNE DES EPESSES,COM,2997.0,E,C,2024
COMMUNE DE PONTONX SUR L ADOUR,COM,2997.0,E,E,2024
COMMUNE D'ALLONNES,COM,2996.0,E,E,2024
COMMUNE DE CROUY,COM,2995.0,E,E,2024
COMMUNE DE GIROMAGNY,COM,2994.0,E,C,2024
COMMUNE DE BEAUMONT SAINT-CYR,COM,2994.0,E,C,2024
COMMUNE DE BOUTIGNY SUR ESSONNE,COM,2994.0,E,E,2024
COMMUNE DE MONTBAZIN,COM,2992.0,E,E,2024
COMMUNE DE BURY,COM,2992.0,E,E,2024
COMMUNE DE MONTLIGNON,COM,2991.0,E,E,2024
COMMUNE LE BAR SUR LOUP,COM,2989.0,E,E,2024
COMMUNE DE LAPEYROUSE FOSSAT,COM,2989.0,E,E,2024
COMMUNE DE BREVIANDES,COM,2989.0,E,E,2024
COMMUNE DE THURE,COM,2989.0,E,E,2024
COMMUNE DE MARDIE,COM,2988.0,E,E,2024
COMMUNE DE BOISSEUIL,COM,2988.0,E,C,2024
COMMUNE DE SAINT SATURNIN D APT,COM,2985.0,E,E,2024
COMMUNE DE SAINTE HELENE,COM,2985.0,E,C,2024
COMMUNE DE VIVIER AU COURT,COM,2984.0,E,C,2024
COMMUNE DE ROUILLAC,COM,2983.0,E,E,2024
COMMUNE DE BRAX,COM,2983.0,E,E,2024
COMMUNE DE GEMOZAC,COM,2982.0,E,E,2024
COMMUNE DE LA FERE,COM,2981.0,E,E,2024
COMMUNE DE LABASTIDETTE,COM,2981.0,E,C,2024
COMMUNE DE MONTFORT L AMAURY,COM,2980.0,E,E,2024
COMMUNE DE TRELIVAN,COM,2979.0,E,E,2024
COMMUNE DE PONTACQ,COM,2978.0,E,E,2024
COMMUNE DE LONGNY LES VILLAGES,COM,2978.0,E,E,2024
COMMUNE D ANIANE,COM,2977.0,E,E,2024
COMMUNE DE BROONS,COM,2977.0,E,E,2024
COMMUNE DE REDENE,COM,2976.0,E,E,2024
COMMUNE DE SANCOINS,COM,2976.0,E,C,2024
COMMUNE DE CHAVANOD,COM,2974.0,E,C,2024
COMMUNE DE MOUCHAMPS,COM,2966.0,E,E,2024
COMMUNE DE HOUPPEVILLE,COM,2966.0,E,E,2024
COMMUNE DE PANISSIERES,COM,2964.0,E,C,2024
COMMUNE DE SAINT ETIENNE DE FONTBELLON,COM,2963.0,E,C,2024
COMMUNE DE SAINT-LAMBERT-LA-POTHERIE,COM,2962.0,E,E,2024
COMMUNE DE SAINT-GENIX-LES-VILLAGES,COM,2962.0,E,C,2024
COMMUNE DE SAN-MARTINO-DI-LOTA,COM,2962.0,E,E,2024
COMMUNE DE ABREST,COM,2961.0,E,C,2024
COMMUNE DE DORMANS,COM,2960.0,E,C,2024
COMMUNE DE RIVES-DU-COUESNON,COM,2959.0,E,C,2024
COMMUNE DE PONT-D AIN,COM,2957.0,E,C,2024
COMMUNE DE SMARVES,COM,2957.0,E,E,2024
COMMUNE DE NEOULES,COM,2956.0,E,C,2024
COMMUNE DE MONTFORT LE GESNOIS,COM,2954.0,E,C,2024
COMMUNE DE LECELLES,COM,2953.0,E,E,2024
COMMUNE DE CAILLOUX SUR FONTAINES,COM,2952.0,E,C,2024
COMMUNE DE SAINT-FELIU-D AVALL,COM,2952.0,E,E,2024
COMMUNE DE SAINT COULOMB,COM,2952.0,E,E,2024
COMMUNE DE SAINT-LYE,COM,2951.0,E,C,2024
COMMUNE DE DROCOURT,COM,2951.0,E,E,2024
COMMUNE DE TAULE,COM,2951.0,E,E,2024
COMMUNE DE LA FLOTTE,COM,2951.0,E,E,2024
COMMUNE DE PLOUVORN,COM,2951.0,E,C,2024
COMMUNE DE GORCY,COM,2950.0,E,E,2024
COMMUNE DE BAGNOLS EN FORET,COM,2948.0,E,C,2024
COMMUNE DE NOUAILLE-MAUPERTUIS,COM,2947.0,E,E,2024
COMMUNE DE COURCHELETTES,COM,2947.0,E,E,2024
COMMUNE DE MAUZE SUR LE MIGNON,COM,2946.0,E,E,2024
COMMUNE D AMBRONAY,COM,2946.0,E,C,2024
COMMUNE DE SEREZIN DU RHONE,COM,2945.0,E,E,2024
COMMUNE DE LA MOTTE,COM,2944.0,E,E,2024
COMMUNE DE WOUSTVILLER,COM,2941.0,E,E,2024
COMMUNE D'ANGLES,COM,2941.0,E,C,2024
COMMUNE D'AILLY SUR SOMME,COM,2940.0,E,E,2024
COMMUNE DE BORDES,COM,2939.0,E,C,2024
COMMUNE DE SAINTE ANNE D AURAY,COM,2938.0,E,E,2024
COMMUNE DE SEICHES-SUR-LE-LOIR,COM,2937.0,E,C,2024
COMMUNE DE CHAMPCUEIL,COM,2937.0,E,E,2024
COMMUNE DE VALENCIN,COM,2937.0,E,C,2024
COMMUNE DE RIEUX,COM,2936.0,E,C,2024
COMMUNE DE CHAVANAY,COM,2935.0,E,E,2024
COMMUNE DE LABOURSE,COM,2935.0,E,C,2024
COMMUNE DE SAINT-CHRISTOPHE-DU-BOIS,COM,2934.0,E,E,2024
COMMUNE DE SERIGNAN DU COMTAT,COM,2934.0,E,E,2024
COMMUNE DE BUCHY,COM,2933.0,E,E,2024
COMMUNE DE AGON COUTAINVILLE,COM,2933.0,E,C,2024
COMMUNE D AOSTE,COM,2932.0,E,C,2024
COMMUNE DE SAINT AIGNAN,COM,2930.0,E,C,2024
COMMUNE D HAMBACH,COM,2930.0,E,C,2024
COMMUNE DE MOUZILLON,COM,2928.0,E,E,2024
COMMUNE DE TOURRETTES,COM,2928.0,E,C,2024
COMMUNE DE BRISCOUS,COM,2927.0,E,C,2024
COMMUNE DE SAINT PRIEST TAURION,COM,2927.0,E,C,2024
COMMUNE DES BROUZILS,COM,2927.0,E,E,2024
COMMUNE DE LOZANNE,COM,2924.0,E,E,2024
COMMUNE DE CLEGUEREC,COM,2923.0,E,E,2024
COMMUNE LA GRANDE PAROISSE,COM,2922.0,E,C,2024
COMMUNE DE BRAINS,COM,2921.0,E,E,2024
COMMUNE DE POLLIONNAY,COM,2921.0,E,E,2024
COMMUNE DE URCUIT,COM,2920.0,E,E,2024
COMMUNE DE L'ISLE-SUR-LE-DOUBS,COM,2920.0,E,E,2024
COMMUNE DE CARIGNAN,COM,2919.0,E,E,2024
COMMUNE DE MONTBLANC,COM,2919.0,E,C,2024
COMMUNE DE L'HOUMEAU,COM,2917.0,E,E,2024
COMMUNE DE DONNERY,COM,2917.0,E,C,2024
COMMUNE DU POUZIN,COM,2916.0,E,E,2024
COMMUNE DE FRESNAY-SUR-SARTHE,COM,2916.0,E,E,2024
COMMUNE DE SAINT JEAN DU FALGA,COM,2914.0,E,E,2024
COMMUNE DE VILLEFRANQUE,COM,2914.0,E,C,2024
COMMUNE DE GRIES,COM,2914.0,E,E,2024
COMMUNE DE SPAY,COM,2913.0,E,C,2024
COMMUNE DE SAINT-THIBERY,COM,2913.0,E,E,2024
COMMUNE DE BLANGY SUR BRESLE,COM,2912.0,E,C,2024
COMMUNE DE CHENS SUR LEMAN,COM,2912.0,E,C,2024
COMMUNE DE LEVROUX,COM,2911.0,E,E,2024
COMMUNE DE BUZET SUR TARN,COM,2910.0,E,C,2024
COMMUNE DE MAREUIL-SUR-LAY-DISSAIS,COM,2910.0,E,E,2024
COMMUNE D'ARGENTRE,COM,2905.0,E,C,2024
COMMUNE DE POLIGNAC,COM,2905.0,E,C,2024
COMMUNE DE LAFRANCAISE,COM,2904.0,E,C,2024
COMMUNE DE LA BIOLLE,COM,2904.0,E,E,2024
COMMUNE DE VIEUX-CHARMONT,COM,2904.0,E,E,2024
COMMUNE DE BREM-SUR-MER,COM,2903.0,E,C,2024
COMMUNE DE SAINT ANDRE LE GAZ,COM,2902.0,E,E,2024
COMMUNE D'ALLOUAGNE,COM,2902.0,E,E,2024
COMMUNE D HAM SOUS VARSBERG,COM,2902.0,E,E,2024
COMMUNE DE MONTHOLON,COM,2901.0,E,E,2024
COMMUNE DE SAINT-DREZERY,COM,2901.0,E,E,2024
COMMUNE DE SINNAMARY,COM,2899.0,E,E,2024
COMMUNE DE VENETTE,COM,2898.0,E,E,2024
COMMUNE DE CISSE,COM,2898.0,E,E,2024
COMMUNE DE CHASSELAY,COM,2898.0,E,E,2024
COMMUNE DE AUNEUIL,COM,2895.0,E,E,2024
COMMUNE COUPVRAY,COM,2895.0,E,E,2024
COMMUNE DE BATZ-SUR-MER,COM,2894.0,E,E,2024
COMMUNE D'YVRAC,COM,2894.0,E,E,2024
COMMUNE DE GODERVILLE,COM,2893.0,E,E,2024
COMMUNE DE SAINT CLEMENT,COM,2893.0,E,C,2024
COMMUNE DE BALBIGNY,COM,2892.0,E,E,2024
COMMUNE DE CREVIN,COM,2891.0,E,C,2024
COMMUNE DE SARTILLY-BAIE-BOCAGE,COM,2891.0,E,E,2024
COMMUNE DE PONT AVEN,COM,2888.0,E,C,2024
COMMUNE DE SAINT JULIEN L ARS,COM,2888.0,E,E,2024
COMMUNE DE DUCEY-LES CHERIS,COM,2886.0,E,E,2024
COMMUNE DE WASSY,COM,2885.0,E,E,2024
COMMUNE DE L'ILE D'OLONNE,COM,2885.0,E,E,2024
COMMUNE DE ROSIERES AUX SALINES,COM,2885.0,E,E,2024
COMMUNE DE LESPINASSE,COM,2884.0,E,E,2024
COMMUNE DE CORQUILLEROY,COM,2882.0,E,E,2024
COMMUNE DE DIEMOZ,COM,2881.0,E,E,2024
COMMUNE DE PLERGUER,COM,2880.0,E,E,2024
COMMUNE DE CADILLAC-SUR-GARONNE,COM,2877.0,E,E,2024
COMMUNE DE DUTTLENHEIM,COM,2877.0,E,E,2024
COMMUNE LES ADRETS DE L ESTEREL,COM,2877.0,E,C,2024
COMMUNE DE MARGENCY,COM,2877.0,E,E,2024
COMMUNE DE PONTEILLA,COM,2875.0,E,E,2024
COMMUNE D'ELEU DIT LEAUWETTE,COM,2875.0,E,E,2024
COMMUNE DE FRAIZE,COM,2875.0,E,E,2024
COMMUNE DE SUSSARGUES,COM,2875.0,E,C,2024
COMMUNE DE COURVILLE SUR EURE,COM,2874.0,E,C,2024
COMMUNE DE BECON-LES-GRANITS,COM,2874.0,E,E,2024
COMMUNE DE VIEUX THANN,COM,2873.0,E,A,2024
COMMUNE DE CONFOLENS,COM,2873.0,E,C,2024
COMMUNE DE LALINDE,COM,2873.0,E,E,2024
COMMUNE DE CANDE,COM,2870.0,E,C,2024
COMMUNE DE ALTHEN DES PALUDS,COM,2869.0,E,E,2024
COMMUNE DE GRANDVILLIERS,COM,2869.0,E,C,2024
COMMUNE DE BERTRANGE,COM,2868.0,E,E,2024
COMMUNE DE SAINGHIN EN MELANTOIS,COM,2868.0,E,C,2024
COMMUNE DE SAINT-MOLF,COM,2867.0,E,E,2024
COMMUNE DE NOAILLES,COM,2867.0,E,C,2024
COMMUNE DE PINSAGUEL,COM,2866.0,E,C,2024
COMMUNE DE MERCUROL-VEAUNES,COM,2864.0,E,C,2024
COMMUNE DE SAINT-GENIS-DES-FONTAINES,COM,2864.0,E,C,2024
COMMUNE ROZAY EN BRIE,COM,2863.0,E,E,2024
COMMUNE DE WIGNEHIES,COM,2863.0,E,C,2024
COMMUNE DE SORIGNY,COM,2862.0,E,E,2024
COMMUNE DE MESLAY-DU-MAINE,COM,2862.0,E,C,2024
COMMUNE DE SAINT JEAN EN ROYANS,COM,2862.0,E,C,2024
COMMUNE DE SAINT GEOURS DE MAREMNE,COM,2862.0,E,E,2024
COMMUNE DE MARGAUX-CANTENAC,COM,2861.0,E,E,2024
COMMUNE DE HESINGUE,COM,2861.0,E,E,2024
COMMUNE DE PABU,COM,2861.0,E,C,2024
COMMUNE DE VAL D'OUST,COM,2860.0,E,E,2024
COMMUNE DE GOUESNACH,COM,2860.0,E,C,2024
COMMUNE DE SOULAC SUR MER,COM,2860.0,E,E,2024
COMMUNE DE PONT DE LARN,COM,2859.0,E,E,2024
COMMUNE DE COUR CHEVERNY,COM,2858.0,E,E,2024
COMMUNE DE BEUVRY LA FORET,COM,2856.0,E,C,2024
COMMUNE DE MUDAISON,COM,2856.0,E,E,2024
COMMUNE DE LE FAOUET,COM,2856.0,E,E,2024
COMMUNE BOURRON MARLOTTE,COM,2854.0,E,E,2024
COMMUNE DE VENAREY-LES-LAUMES,COM,2853.0,E,E,2024
COMMUNE SAINT GERMAIN LAVAL,COM,2851.0,E,E,2024
COMMUNE D'ANZIN SAINT AUBIN,COM,2850.0,E,E,2024
COMMUNE DE SAINT GEORGES DES COTEAUX,COM,2849.0,E,E,2024
COMMUNE DE MAISSE,COM,2848.0,E,E,2024
COMMUNE DE CHOCQUES,COM,2848.0,E,E,2024
COMMUNE DE SAINT GEORGES SUR EURE,COM,2848.0,E,C,2024
COMMUNE DE TORCY,COM,2847.0,E,E,2024
COMMUNE DE PEYRUIS,COM,2847.0,E,C,2024
COMMUNE D UZERCHE,COM,2846.0,E,E,2024
COMMUNE D'ARCIS SUR AUBE,COM,2845.0,E,E,2024
COMMUNE DE BESSINES SUR GARTEMPE,COM,2844.0,E,E,2024
COMMUNE DE PLOUGASNOU,COM,2844.0,E,E,2024
COMMUNE DE LE CONQUET,COM,2844.0,E,C,2024
COMMUNE DE LARUSCADE,COM,2843.0,E,E,2024
COMMUNE DE AVORD,COM,2841.0,E,E,2024
COMMUNE DE CHARQUEMONT,COM,2840.0,E,C,2024
COMMUNE DE BURBURE,COM,2840.0,E,E,2024
COMMUNE DE REVIGNY SUR ORNAIN,COM,2838.0,E,C,2024
COMMUNE DE SARRE UNION,COM,2836.0,E,E,2024
COMMUNE DE CHATEAUNEUF-DU-RHONE,COM,2836.0,E,E,2024
COMMUNE DE VENERQUE,COM,2836.0,E,C,2024
COMMUNE DE PERON,COM,2836.0,E,E,2024
COMMUNE DE MUSSIDAN,COM,2836.0,E,E,2024
COMMUNE DE PLECHATEL,COM,2833.0,E,C,2024
COMMUNE DE LABOUHEYRE,COM,2831.0,E,E,2024
COMMUNE DE BEAUMONT LE ROGER,COM,2831.0,E,E,2024
COMMUNE DE SAINT JOUAN DES GUERETS,COM,2831.0,E,C,2024
COMMUNE DE FLEURBAIX,COM,2830.0,E,C,2024
COMMUNE DE COSNES ET ROMAIN,COM,2829.0,E,E,2024
COMMUNE DE MACHEREN,COM,2828.0,E,E,2024
COMMUNE DE LISTRAC MEDOC,COM,2826.0,E,C,2024
COMMUNE DE GREOUX LES BAINS,COM,2825.0,E,C,2024
COMMUNE D ARLES-SUR-TECH,COM,2823.0,E,E,2024
COMMUNE D AMANCY,COM,2823.0,E,C,2024
COMMUNE DE SAINT NAZAIRE,COM,2823.0,E,E,2024
COMMUNE DE PLUMELIN,COM,2823.0,E,C,2024
COMMUNE DE CHALIGNY,COM,2821.0,E,E,2024
COMMUNE DE BIGNAN,COM,2821.0,E,E,2024
COMMUNE DE ORCET,COM,2821.0,E,C,2024
COMMUNE DE VERNOU SUR BRENNE,COM,2821.0,E,E,2024
COMMUNE DE SAINT BALDOPH,COM,2819.0,E,C,2024
COMMUNE D'AILLY SUR NOYE,COM,2817.0,E,E,2024
COMMUNE DE SAINT-MARTIN-DE-LONDRES,COM,2817.0,E,C,2024
COMMUNE DE ROISSY EN FRANCE,COM,2817.0,E,C,2024
COMMUNE DE SALEUX,COM,2816.0,E,E,2024
COMMUNE DE NIEUIL L ESPOIR,COM,2816.0,E,E,2024
COMMUNE DE VILLENEUVE-SUR-AISNE,COM,2815.0,E,E,2024
COMMUNE DE LA PLANCHE,COM,2815.0,E,E,2024
COMMUNE DE PIERRES,COM,2815.0,E,E,2024
COMMUNE DE SAINS DU NORD,COM,2812.0,E,E,2024
COMMUNE DE L ETRAT,COM,2812.0,E,E,2024
COMMUNE DE TRELON,COM,2811.0,E,E,2024
COMMUNE DE MONTIGNAC-LASCAUX,COM,2811.0,E,E,2024
COMMUNE DE VERT LE PETIT,COM,2810.0,E,C,2024
COMMUNE DONNEMARIE DONTILLY,COM,2809.0,E,E,2024
COMMUNE DE ROIFFIEUX,COM,2808.0,E,C,2024
COMMUNE DE CHABRIS,COM,2806.0,E,E,2024
COMMUNE DE VENDRES,COM,2806.0,E,A,2024
COMMUNE DE TOULENNE,COM,2805.0,E,E,2024
COMMUNE DE AIGUEPERSE,COM,2804.0,E,C,2024
COMMUNE DE VULAINES SUR SEINE,COM,2803.0,E,C,2024
COMMUNE DE CHERRE-AU,COM,2803.0,E,A,2024
COMMUNE DE FOURQUES,COM,2800.0,E,E,2024
COMMUNE DE SAINT AGNANT,COM,2798.0,E,E,2024
COMMUNE DE JARZE VILLAGES,COM,2797.0,E,E,2024
COMMUNE D'ESSOMES SUR MARNE,COM,2797.0,E,E,2024
COMMUNE DE VALDIVIENNE,COM,2795.0,E,E,2024
COMMUNE DE MALAUCENE,COM,2794.0,E,E,2024
COMMUNE D'ATHEE SUR CHER,COM,2794.0,E,E,2024
COMMUNE DE LANS EN VERCORS,COM,2794.0,E,C,2024
COMMUNE DE ANET,COM,2793.0,E,E,2024
COMMUNE DE BESSEGES,COM,2793.0,E,C,2024
COMMUNE DE LOIRON-RUILLE,COM,2792.0,E,C,2024
COMMUNE DE ZONZA,COM,2790.0,E,E,2024
COMMUNE DE L'AIGUILLON-LA-PRESQU'ILE,COM,2789.0,E,C,2024
COMMUNE DE SAINT GEORGES SUR CHER,COM,2789.0,E,C,2024
COMMUNE D AYGUESVIVES,COM,2788.0,E,C,2024
COMMUNE DE SERIFONTAINE,COM,2788.0,E,E,2024
COMMUNE DE CHAMPLAN,COM,2788.0,E,E,2024
COMMUNE DE COLOMBIER SAUGNIEU,COM,2787.0,E,C,2024
COMMUNE DE MASNIERES,COM,2787.0,E,E,2024
COMMUNE DE SAINT SATURNIN,COM,2787.0,E,C,2024
COMMUNE D AMPUIS,COM,2787.0,E,E,2024
COMMUNE DE RONCHAMP,COM,2786.0,E,E,2024
COMMUNE DE ORGON,COM,2786.0,E,E,2024
COMMUNE DE PUY GUILLAUME,COM,2783.0,E,C,2024
COMMUNE DE LAMONZIE SAINT MARTIN,COM,2781.0,E,E,2024
COMMUNE DE MARIGNY-LE-LOZON,COM,2781.0,E,E,2024
COMMUNE DE BRIENNE LE CHATEAU,COM,2779.0,E,C,2024
COMMUNE DE SAINT-VIAUD,COM,2775.0,E,E,2024
COMMUNE DE CLAIRAC,COM,2774.0,E,E,2024
COMMUNE DE WEITBRUCH,COM,2774.0,E,E,2024
COMMUNE DE PORT LOUIS,COM,2774.0,E,C,2024
COMMUNE DE BOUSSAY,COM,2772.0,E,E,2024
COMMUNE DE PEAULE,COM,2770.0,E,C,2024
COMMUNE DE BEAUMONT EN VERON,COM,2770.0,E,A,2024
COMMUNE DE PERIGNAT LES SARLIEVE,COM,2770.0,E,E,2024
COMMUNE DE BASSE-POINTE,COM,2768.0,E,E,2024
COMMUNE DE BERNES SUR OISE,COM,2768.0,E,E,2024
COMMUNE DE MASSIEUX,COM,2767.0,E,E,2024
COMMUNE DE BAGNOLES DE L'ORNE NORMANDIE,COM,2767.0,E,C,2024
COMMUNE DE POMMIERS,COM,2766.0,E,C,2024
COMMUNE DE OETING,COM,2765.0,E,C,2024
COMMUNE DE MORZINE,COM,2764.0,E,C,2024
COMMUNE DE PENNAUTIER,COM,2764.0,E,E,2024
COMMUNE DE CHAILLES,COM,2762.0,E,E,2024
COMMUNE DE DONZENAC,COM,2762.0,E,C,2024
COMMUNE D ALLEINS,COM,2762.0,E,E,2024
COMMUNE DE BARCELONNETTE,COM,2760.0,E,E,2024
COMMUNE DE MONTREJEAU,COM,2758.0,E,C,2024
COMMUNE DE MARMOUTIER,COM,2756.0,E,E,2024
COMMUNE DE VILLAINES-LA-JUHEL,COM,2755.0,E,E,2024
COMMUNE DE SAINT MAURICE DE GOURDANS,COM,2755.0,E,C,2024
COMMUNE D'ECOLE VALENTIN,COM,2754.0,E,C,2024
COMMUNE DE SAINT MICHEL DE MAURIENNE,COM,2754.0,E,C,2024
COMMUNE DE PLUMELEC,COM,2753.0,E,C,2024
COMMUNE DE MAGNE,COM,2752.0,E,C,2024
COMMUNE DE SALLEBOEUF,COM,2751.0,E,E,2024
COMMUNE DE NEVEZ,COM,2748.0,E,C,2024
COMMUNE DE PORTETS,COM,2748.0,E,E,2024
COMMUNE DE MONTOIS LA MONTAGNE,COM,2747.0,E,C,2024
COMMUNE DE FONTAINE ETOUPEFOUR,COM,2747.0,E,E,2024
COMMUNE DE CAMIERS,COM,2746.0,E,C,2024
COMMUNE DE BEAUTOR,COM,2746.0,E,E,2024
COMMUNE DE ANDILLY,COM,2744.0,E,E,2024
COMMUNE DE SAINT JUST CHALEYSSIN,COM,2744.0,E,E,2024
COMMUNE DE SARE,COM,2742.0,E,E,2024
COMMUNE DE CELLETTES,COM,2742.0,E,C,2024
COMMUNE DE GUILVINEC,COM,2741.0,E,E,2024
COMMUNE DE PERIGNY,COM,2740.0,E,E,2024
COMMUNE DE SAINT-JUST-LE-MARTEL,COM,2740.0,E,C,2024
COMMUNE DE MAILLANE,COM,2738.0,E,E,2024
COMMUNE DE NOYERS SUR CHER,COM,2738.0,E,E,2024
COMMUNE DE CAUCHY A LA TOUR,COM,2737.0,E,E,2024
COMMUNE DE HANCHES,COM,2732.0,E,A,2024
COMMUNE DE TOUCY,COM,2732.0,E,E,2024
COMMUNE DE SAINT-GERVAIS,COM,2732.0,E,C,2024
COMMUNE DE CHANAS,COM,2732.0,E,C,2024
COMMUNE DE BALARUC-LE-VIEUX,COM,2731.0,E,E,2024
COMMUNE DE LA FORCE,COM,2730.0,E,E,2024
COMMUNE DE VILLENAUXE-LA-GRANDE,COM,2729.0,E,E,2024
COMMUNE DE VEMARS,COM,2728.0,E,E,2024
COMMUNE DE DUNIERES,COM,2727.0,E,C,2024
COMMUNE DE SAINT MARS LA BRIERE,COM,2726.0,E,C,2024
COMMUNE DE VILLEDIEU SUR INDRE,COM,2725.0,E,C,2024
COMMUNE DE CHATILLON SUR THOUET,COM,2724.0,E,E,2024
COMMUNE DE COLOMBIERS,COM,2724.0,E,E,2024
COMMUNE DE MIREMONT,COM,2724.0,E,C,2024
COMMUNE DE RACHES,COM,2724.0,E,C,2024
COMMUNE D ALBY SUR CHERAN,COM,2723.0,E,E,2024
COMMUNE DE GONDREVILLE,COM,2722.0,E,C,2024
COMMUNE DE MONTAYRAL,COM,2720.0,E,C,2024
COMMUNE DE VOLGELSHEIM,COM,2720.0,E,C,2024
COMMUNE DE NIVOLAS VERMELLE,COM,2718.0,E,E,2024
COMMUNE DE BAIXAS,COM,2717.0,E,E,2024
COMMUNE DE SCY CHAZELLES,COM,2717.0,E,E,2024
COMMUNE DE VINASSAN,COM,2716.0,E,E,2024
COMMUNE DE PEYRINS,COM,2715.0,E,C,2024
COMMUNE MONTIGNY SUR LOING,COM,2715.0,E,E,2024
COMMUNE DE DREMIL LAFAGE,COM,2714.0,E,E,2024
COMMUNE DE VILLEFRANCHE SUR CHER,COM,2713.0,E,C,2024
COMMUNE D'ARTANNES SUR INDRE,COM,2713.0,E,E,2024
COMMUNE DE LA COUTURE,COM,2713.0,E,E,2024
COMMUNE DE CORSEPT,COM,2712.0,E,E,2024
COMMUNE DE CEZAC,COM,2711.0,E,E,2024
COMMUNE DE MAUREILLAS-LAS-ILLAS,COM,2710.0,E,C,2024
COMMUNE DES VANS,COM,2710.0,E,C,2024
COMMUNE DE ETAULES,COM,2710.0,E,E,2024
COMMUNE DE PERCY-EN-NORMANDIE,COM,2709.0,E,C,2024
COMMUNE DE GRANDPARIGNY,COM,2709.0,E,E,2024
COMMUNE DE CIVRAY,COM,2708.0,E,E,2024
COMMUNE DE SEILLANS,COM,2707.0,E,C,2024
COMMUNE DE BREUIL LE SEC,COM,2707.0,E,E,2024
COMMUNE DE LOUVIGNY,COM,2703.0,E,C,2024
COMMUNE DE MORSBACH,COM,2703.0,E,A,2024
COMMUNE DE NEUVILLE SUR ESCAUT,COM,2702.0,E,E,2024
COMMUNE DE JARD-SUR-MER,COM,2701.0,E,E,2024
COMMUNE DE GASSIN,COM,2699.0,E,C,2024
COMMUNE DE TALUYERS,COM,2699.0,E,E,2024
COMMUNE DE BALAN,COM,2699.0,E,E,2024
COMMUNE DE GESTEL,COM,2698.0,E,C,2024
COMMUNE DE SAINTE FOY LA GRANDE,COM,2697.0,E,C,2024
COMMUNE DE DAMPARIS,COM,2697.0,E,C,2024
COMMUNE DE BORT LES ORGUES,COM,2696.0,E,E,2024
COMMUNE DE HUTTENHEIM,COM,2696.0,E,E,2024
COMMUNE DE LIPSHEIM,COM,2696.0,E,C,2024
COMMUNE DE LA BROQUE,COM,2696.0,E,E,2024
